title,absract,date,link,database,Base Model,Interface Type,Workflow Composition,Architecture,Agentic Role - Retrieval,Agentic Role - Personalization,Agentic Role - Risk assessment,Agentic Role - Tool use,Agentic Role - Other,Modality,SoTD - Interactional / Conversational,SoTD - Generated / Synthetic,SoTD - Clinically Collected Data,SoTD - Elicited Evidence,Mental Health Focus,Age Group,Location,Sex,DT - Screening / Triage,DT - Clinical Decision Support,DT - Therapeutic Interventions,DT - Documentation Generation,DT - Ethical / Legal support,DT - Education & Simulation,DT - Evidence & Benchmarking,DT - Other,Automated Evaluation - Applicability,Automated Evaluation - Language,Human Evaluation - Expert,Human Evaluation - User,Unnamed: 35,Unnamed: 36,published
Manasvita : AI-Powered Multimodal Mental Wellness Platform,"Abstract: Mental health issues such as stress, anxiety, and depression have become increasingly prevalent in today‚Äö√Ñ√¥s fast-paced world. Early detection and timely intervention can significantly improve mental well-being. This project presents a Manasvita : AI-Powered Multimodal Mental Wellness Platformintegrating advanced machine learning techniques and AI-driven solutions to assist users in understanding and managing their mental health. The system incorporates user authentication, enabling secure access to personalized assessments and services. A doctor appointment module allows users to schedule consultations with mental health professionals. The platform utilizes Convolutional Neural Networks (CNNs) to analyze facial expressions and predict mental health conditions based on the FER2013 dataset. Additionally, a Random Forest classifier assesses stress levels using a structured dataset. An AI-powered chatbot, leveraging the Gemini AI API, provides users with immediate mental health-related support and guidance. To encourage positive behavioral changes, the platform includes a Task and Reward system, where doctors assign therapeutic tasks, and users earn incentives such as discounts or coupons upon completion. By integrating machine learning, artificial intelligence, and user engagement strategies, this project aims to provide an accessible, technology-driven solution for mental health monitoring and support. The proposed system enhances self-awareness, promotes timely intervention, and bridges the gap between users and professional healthcare services",5/29/25,https://openalex.org/W4410855717,OpenAlex,Deep Learning Models,Chatbot,Single Agent,Not Applicable,,TRUE,,,TRUE,"Text, Image",,TRUE,,Interview (Questionnaire),general_psychiatry,age_unspecified,unspecified,Unspecified,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,
"The role of AI Chatbots in providing mental health support: emotional perception, human-AI interaction, and ethical implications","This study investigates the role of AI chatbots in providing mental health support, focusing on emotional perception, human-AI interaction, and ethical implications. The research aimed to evaluate the effectiveness of AI chatbots in reducing symptoms of depression and anxiety, enhance emotional intelligence, and explore ethical concerns related to data security and emotional dependency. A mixed-methods approach was employed, combining quantitative measures (PHQ-9 for depression, GAD-7 for anxiety, and emotional intelligence assessments) with qualitative data from participant interviews. Results show a significant reduction in depression and anxiety symptoms after a 4-week AI chatbot intervention",4/20/25,https://openalex.org/W4409646228,OpenAlex,Rule-based models,Chatbot,Single Agent,Not Applicable,,TRUE,,,TRUE,Text,TRUE,,,,"6A7, 6B0","adolescence, young_adulthood",unspecified,Unspecified,,,TRUE,,,TRUE,,,,,,TRUE,,,
"Talk, Listen, Connect: Navigating Empathy in Human-AI Interactions","Social interactions promote well-being, yet challenges like geographic distance and mental health conditions can limit in-person engagement. Advances in AI agents are transferring communication, particularly in mental health, where AI chatbots provide accessible, non-judgmental support. However, a key challenge is how effectively these systems can express empathy, which is crucial in human-centered design. Current research highlights a gap in understanding how AI can authentically convey empathy, particularly as issues like anxiety, depression, and loneliness increase. Our research focuses on this gap by comparing empathy expression in human-human versus human-AI interactions. Using personal narratives and statistical analysis, we examine empathy levels elicited by humans and AI, including GPT-4o and fine-tuned versions of the model. This work aims to enhance the authenticity of AI-driven empathy, contributing to the future design of more reliable and effective mental health support systems that foster meaningful social interactions.",9/23/24,https://openalex.org/W4403786359,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,,TRUE,,,TRUE,Text,TRUE,TRUE,,,general_psychiatry,"adolescence, young_adulthood",united_states,Unspecified,,,,,,,,TRUE,TRUE,,,TRUE,,,
Social Media App with time Capsule Messaging & Chatbot,"Abstract- This article presents a novel social networking site, integrating time capsule messaging with an artificial intelligence-driven chatbot to provide a more thoughtful and interactive online experience. Users may write messages, share images, or record videos, scheduling them to be received on a designated date in the future, promoting purposeful communication and longer-term personal narrative. In addition to this, a smart chatbot helps users by taking care of their time capsules and providing conversational assistance, making the experience more interactive and emotionally engaging. By combining delayed messaging with real-time AI interaction, the platform enables deeper digital connections and assists users in saving memories in a meaningful manner. Early user feedback points towards its potential for improving emotional well-being, aiding mental health, and creating lasting digital legacies. This article discusses the system's design, implementation, and general implications for future social technologies. Key words: social media, time capsule messaging, AI chatbot, digital memory, emotional well-being, delayed communication, user experience",6-May-25,https://openalex.org/W4410088612,OpenAlex,Small pre-trained model,Chatbot,Single Agent,Not Applicable,,TRUE,,,TRUE,"Text, Video, Image",TRUE,,,,general_psychiatry,age_unspecified,unspecified,Unspecified,,,TRUE,,,TRUE,,,TRUE,,TRUE,,,,
A Novel Cognitive Behavioral Therapy‚Äö√Ñ√¨Based Generative AI Tool,"<sec> <title>BACKGROUND</title> Digital mental health tools, designed to augment traditional mental health treatments, are becoming increasingly important due to a wide range of barriers to accessing mental health care, including a growing shortage of clinicians. Most existing tools use rule-based algorithms, often leading to interactions that feel unnatural compared with human therapists. Large language models (LLMs) offer a solution for the development of more natural, engaging digital tools. In this paper, we detail the development of Socrates 2.0, which was designed to engage users in Socratic dialogue surrounding unrealistic or unhelpful beliefs, a core technique in cognitive behavioral therapies. The multiagent LLM-based tool features an artificial intelligence (AI) therapist, Socrates, which receives automated feedback from an AI supervisor and an AI rater. The combination of multiple agents appeared to help address common LLM issues such as looping, and it improved the overall dialogue experience. Initial user feedback from individuals with lived experiences of mental health problems as well as cognitive behavioral therapists has been positive. Moreover, tests in approximately 500 scenarios showed that Socrates 2.0 engaged in harmful responses in under 1% of cases, with the AI supervisor promptly correcting the dialogue each time. However, formal feasibility studies with potential end users are needed. </sec> <sec> <title>OBJECTIVE</title> This mixed methods study examines the feasibility of Socrates 2.0. </sec> <sec> <title>METHODS</title> On the basis of the initial data, we devised a formal feasibility study of Socrates 2.0 to gather qualitative and quantitative data about users‚Äö√Ñ√¥ and clinicians‚Äö√Ñ√¥ experience of interacting with the tool. Using a mixed method approach, the goal is to gather feasibility and acceptability data from 100 users and 50 clinicians to inform the eventual implementation of generative AI tools, such as Socrates 2.0, in mental health treatment. We designed this study to better understand how users and clinicians interact with the tool, including the frequency, length, and time of interactions, users‚Äö√Ñ√¥ satisfaction with the tool overall, quality of each dialogue and individual responses, as well as ways in which the tool should be improved before it is used in efficacy trials. Descriptive and inferential analyses will be performed on data from validated usability measures. Thematic analysis will be performed on the qualitative data. </sec> <sec> <title>RESULTS</title> Recruitment will begin in February 2024 and is expected to conclude by February 2025. As of September 25, 2024, overall, 55 participants have been recruited. </sec> <sec> <title>CONCLUSIONS</title> The development of Socrates 2.0 and the outlined feasibility study are important first steps in applying generative AI to mental health treatment delivery and lay the foundation for formal feasibility studies. </sec> <sec> <title>INTERNATIONAL REGISTERED REPORT</title> DERR1-10.2196/58195 </sec>",8-Mar-24,https://openalex.org/W4392656842,OpenAlex,Foundation model,Chatbot,Multi-Agent,Hierarchical Architecture,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,general_psychiatry,"adolescence, young_adulthood, middle_adulthood, old",unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
Performance comparison ensemble classifier‚Äö√Ñ√¥s performance,"In today�s era of digital healthcare transformation, there is a growing demand for swift responses to mental health queries. To meet this need, we introduce an AI-driven chatbot system designed to automatically address frequently asked questions in psychology. Leveraging a range of classifiers including Support Vector Machine (SVM), K-Nearest Neighbors (KNN), and Na�ve Bayes, our system extracts insights from expert data sources and employs natural language processing techniques like LDA Topic Modeling and Cosine similarity to generate contextually relevant responses. Through rigorous experimentation, we find that SVM surpasses Na�ve Bayes and KNN in accuracy, precision, recall, and F1-score, making it our top choice for constructing the final response system. This research underscores the effectiveness of ensemble classifiers, particularly SVM, in providing accurate and valuable information to enhance mental health support in response to common psychological inquiries.",5/3/24,https://openalex.org/W4393097653,OpenAlex,Machine Learning Models,Chatbot,Non-Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,general_psychiatry,age_unspecified,unspecified,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
Design and Evaluation of an AI-Powered Conversational Agent,"This research study describes the design and evaluation of an interactive MindBot to help a person deal with depressive Sentiments and to support individuals experiencing depressive symptoms by providing timely, interactive, and empathetic engagement. With the growing trend of mental health issues and a lack of adequate resources to cope, the need for innovative solutions is of great importance. In this MindBot, users will be connected to each other to communicate their Sentiments and seek support. The integration of NLP and LLMs by the chatbot fosters meaningful conversations and ensures timely support to users. Computational architecture optimizes response generation to control the processing cost related to LLMs while striking a balance between conversational richness and efficiency. This method allows for real-time communication without sacrificing the caliber of involvement. The chatbot's integration of NLP and LLMs promotes meaningful discussions and guarantees that consumers receive prompt service. The utilization of predefined response templates combined with dynamic responses generated by GPT -3.5-turbo further improved the implementation's performance in conversational capability. The paper covered the system architecture, methodology, and results achieved, with an emphasis on the contribution of sentiment analysis and the contributions of the chatbot towards mental health support. User happiness, emotional correctness, referral appropriateness, and the model's capacity to sustain coherent conversation even in the face of small user input errors are all used to gauge how effective the model is. The results indicate that the effectiveness of mental health interventions and user engagement are increased when sentiment analysis and sophisticated language models are combined. It was demonstrated that the impact of integrating advanced language models along with sentiment analysis can have a huge bearing on enhancing the user engagement factor as well as the ef...",10-Feb-25,https://openalex.org/W4407317165,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,6A7,age_unspecified,unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
Artificial Intelligence Enabled Mobile Chatbot,"In recent years, the demand for mental health services has increased exponentially, prompting the need for accessible, cost-effective, and efficient solutions. This paper introduces an Artificial Intelligence (AI) enabled mobile chatbot psychologist that leverages AIML (Artificial Intelligence Markup Language) and Cognitive Behavioral Therapy (CBT) to provide psychological support. The chatbot is designed to facilitate mental health care by offering personalized CBT interventions to individuals experiencing psychological distress. The proposed mobile chatbot psychologist employs AIML, a language created to facilitate human-computer interactions, to understand user inputs and generate contextually appropriate responses. To ensure the efficacy of the chatbot, it is equipped with a knowledge base comprising CBT principles and techniques, enabling it to provide targeted psychological interventions. The integration of CBT allows the chatbot to address a wide range of mental health issues, including anxiety, depression, stress, and phobias, by helping users identify and challenge cognitive distortions. The paper discusses the development and implementation of the mobile chatbot psychologist, detailing the AIML-based conversational engine and the incorporation of CBT techniques. The chatbot's effectiveness is evaluated through a series of user studies involving participants with varying levels of psychological distress. Results demonstrate the chatbot's ability to deliver personalized interventions, with users reporting significant improvements in their mental well-being. The AI-enabled mobile chatbot psychologist offers a promising solution to bridge the gap in mental health care, providing an easily accessible, cost-effective, and scalable platform for psychological support. This innovative approach can serve as a valuable adjunct to traditional therapy and help reduce the burden on mental health professionals, while empowering individuals to take charge of their mental well-being.",15-Jul-05,https://openalex.org/W4383426667,OpenAlex,Rule-based models,Chatbot,Non-Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Systematic reviews  / Meta analysis,general_psychiatry,age_unspecified,unspecified,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
Development and Evaluation of a Mental Health Chatbot Using ChatGPT 4.0: Pilot Study of Dr. CareSam with Korean Users (Preprint),"Background Mental health chatbots have emerged as a promising tool for providing accessible and convenient support to individuals in need. Building on our previous research on digital interventions for loneliness and depression among Korean college students, this study addresses the limitations identified and explores more advanced artificial intelligence‚Äìdriven solutions. Objective This study aimed to develop and evaluate the performance of HoMemeTown Dr. CareSam, an advanced cross-lingual chatbot using ChatGPT 4.0 (OpenAI) to provide seamless support in both English and Korean contexts. The chatbot was designed to address the need for more personalized and culturally sensitive mental health support identified in our previous work while providing an accessible and user-friendly interface for Korean young adults. Methods We conducted a mixed methods pilot study with 20 Korean young adults aged 18 to 27 (mean 23.3, SD 1.96) years. The HoMemeTown Dr CareSam chatbot was developed using the GPT application programming interface, incorporating features such as a gratitude journal and risk detection. User satisfaction and chatbot performance were evaluated using quantitative surveys and qualitative feedback, with triangulation used to ensure the validity and robustness of findings through cross-verification of data sources. Comparative analyses were conducted with other large language models chatbots and existing digital therapy tools (Woebot [Woebot Health Inc] and Happify [Twill Inc]). Results Users generally expressed positive views towards the chatbot, with positivity and support receiving the highest score on a 10-point scale (mean 9.0, SD 1.2), followed by empathy (mean 8.7, SD 1.6) and active listening (mean 8.0, SD 1.8). However, areas for improvement were noted in professionalism (mean 7.0, SD 2.0), complexity of content (mean 7.4, SD 2.0), and personalization (mean 7.4, SD 2.4). The chatbot demonstrated statistically significant performance differences compared with other large language models chatbots (F=3.27; P=.047), with more pronounced differences compared with Woebot and Happify (F=12.94; P&lt;.001). Qualitative feedback highlighted the chatbot‚Äôs strengths in providing empathetic responses and a user-friendly interface, while areas for improvement included response speed and the naturalness of Korean language responses. Conclusions The HoMemeTown Dr CareSam chatbot shows potential as a cross-lingual mental health support tool, achieving high user satisfaction and demonstrating comparative advantages over existing digital interventions. However, the study‚Äôs limited sample size and short-term nature necessitate further research. Future studies should include larger-scale clinical trials, enhanced risk detection features, and integration with existing health care systems to fully realize its potential in supporting mental well-being across different linguistic and cultural contexts.",11/16/24,https://openalex.org/W4404433953,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Interview (Questionnaire),"6A7, 6B0","adolescence, young_adulthood",Korea,Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,11/16/24
Effectiveness of Topic-Based Chatbots on Mental Health Self-Care,"<sec> <title>BACKGROUND</title> The global surge in mental health challenges has placed unprecedented strain on healthcare systems, highlighting the need for scalable interventions to promote mental health self-care. Chatbots have emerged as promising tools to address these gaps by providing accessible, evidence-based support. However, most existing studies focus on the clinical population and symptom reduction, with limited exploration of preventive strategies targeting self-care and mental health literacy among people in the community. </sec> <sec> <title>OBJECTIVE</title> This study evaluates the effectiveness of a rule-based, topic-specific chatbot intervention in improving self-care efficacy, literacy, self-care intention and self-care behaviors as well as mental well-being immediately after 10 days of usage and after 1 month. </sec> <sec> <title>METHODS</title> A two-arm, assessor-blinded randomized controlled trial was conducted. 285 participants were randomly assigned to either the chatbot intervention group (n=140) or a waitlist control group (n=145). The chatbot intervention consisted of ten topic-specific sessions targeting stress management, emotion regulation, and value clarification, delivered over 10 days with a 7-day free-access period. Primary outcomes included self-care self-efficacy, behavioral intentions, self-care behaviors, and mental health literacy. Secondary outcomes included depressive symptoms, anxiety symptoms, and mental well-being. Assessments were conducted at baseline, post-intervention at 10 days, and 1-month follow-up. Primary data analysis was performed using linear mixed models with intention-to-treat approach. </sec> <sec> <title>RESULTS</title> Participants in the chatbot group demonstrated greater improvements in behavioral intentions (d=0.31) and mental health literacy (d=0.45) compared to the control group as revealed by the significant interaction effects (mental health literacy: F(2, 423.57)=4.27, P=.015; behavioral intentions: F(2, 379.74)=15.02, P&lt;.001). The chatbots were also able to bring immediate improvement on self-care behaviors (d=0.36), mindfulness (d=0.37), mental health outcomes of depressive symptoms (d=-0.26) and overall well-being (d=0.22) and positive emotions (d=0.28). Yet, these improvements did not differ significantly at 1 month when compared to the waitlist control. Adherence was higher among participants who received push notifications. </sec> <sec> <title>CONCLUSIONS</title> This study highlights the potential of rule-based chatbots in promoting mental health literacy and fostering the intention to take care of own mental health. Despite recent advancements in generative AI, rule-based systems remain valuable due to their content control and safety assurances. However, improvements in chatbot design, including greater personalization and interactive features, may be necessary to enhance self-efficacy and long-term mental health outcomes. These findings underscore the utility of chatbots as scalable interventions to bridge gaps in mental health service delivery. Future research should explore hybrid approaches that combine rule-based and generative AI systems to optimize intervention effectiveness. </sec> <sec> <title>CLINICALTRIAL</title> ClinicalTrials.gov NCT05694507 </sec>",27-Mar-25,https://openalex.org/W4405677212,OpenAlex,Rule-based models,Chatbot,Non-Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Not Applicable,general_psychiatry,age_unspecified,unspecified,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
Apprentice bot model design and implementation for psychological clients‚Äô therapy,"Abstract Conversational agents play a crucial role in advising clients and providing treatment for mental health issues. In Ethiopia, a developing country with a high prevalence of mental health issues, an AI text-based chatbot has been developed to assist users in addressing these cases. The bot recognizes features such as general knowledge queries, potential mental disorders, auto-generated advice, and client stories. The syntactic and semantic structure of data and user chat's memory network were investigated. Four neural networks (LSTM, single GRU, transposed GRU and double GRU) were experimented with to find the best-fitting deep learning model. The approach uses Amharic word2vec word embedding techniques (skip gram and CBOW) for semantic extraction of Amharic words and a seq2seq model for response generation. An ensemble architecture of generative-based and retrieval-based approaches was employed to handle user dialogue. The scruffy technique was used to generate word embedding, which was then used to extract semantically comparable terms. The model also embedded custom rules for smoothness and error handling. The performance and outcomes of the chatbot were evaluated using cross-validation, data organization, perplexity, accuracy measurement, f-1 score (precision and recall), and human-evaluation methods. The model's accuracy was 79.62%, with a 79.62% likelihood of delivering relevant responses. The results show that the ensemble architecture based on seq2seq modeling with embedded custom rules and Amharic word vector implementation provides pertinent responses for user utterances.",24-Feb-25,https://openalex.org/W4407870757,OpenAlex,Deep Learning Models,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,EHRs,Interview (Questionnaire),general_psychiatry,age_unspecified,ethiopia,Unspecified,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
Building Emotional Support Chatbots in the Era of LLMs,"The integration of emotional support into various conversational scenarios presents profound societal benefits, such as social interactions, mental health counseling, and customer service. However, there are unsolved challenges that hinder real-world applications in this field, including limited data availability and the absence of well-accepted model training paradigms. This work endeavors to navigate these challenges by harnessing the capabilities of Large Language Models (LLMs). We introduce an innovative methodology that synthesizes human insights with the computational prowess of LLMs to curate an extensive emotional support dialogue dataset. Our approach is initiated with a meticulously designed set of dialogues spanning diverse scenarios as generative seeds. By utilizing the in-context learning potential of ChatGPT, we recursively generate an ExTensible Emotional Support dialogue dataset, named ExTES. Following this, we deploy advanced tuning techniques on the LLaMA model, examining the impact of diverse training strategies, ultimately yielding an LLM meticulously optimized for emotional support interactions. An exhaustive assessment of the resultant model showcases its proficiency in offering emotional support, marking a pivotal step in the realm of emotional support bots and paving the way for subsequent research and implementations.",17-Aug-23,https://openalex.org/W4386114394,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,general_psychiatry,age_unspecified,unspecified,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,
Development of A Comprehensive Evaluation Scale for LLM-Powered Counseling Chatbots (CES-LCC) Using the eDelphi Method,"Background/Objectives: With advancements in Large Language Models (LLMs), counseling chatbots are becoming vital tools for delivering scalable and accessible mental health support. Traditional evaluation scales, however, fail to adequately capture the sophisticated capabilities of these systems, such as personalized interactions, empathetic responses, and memory retention. This study aims to design a robust and comprehensive evaluation scale, the Comprehensive Evaluation Scale for LLM-Powered Counseling Chatbots (CES-LCC), using the eDelphi method to address this gap. Methods: A panel of 16 experts in psychology, artificial intelligence, human-computer interaction, and digital therapeutics participated in two iterative eDelphi rounds. The process focused on refining dimensions and items based on qualitative and quantitative feedback. Initial validation, conducted after assembling the final version of the scale, involved 49 participants using the CES-LCC to evaluate an LLM-powered chatbot delivering Self-Help Plus (SH+), an Acceptance and Commitment Therapy-based intervention for stress management.Results: The final version of the CES-LCC features 27 items grouped into nine dimensions: Understanding Requests, Providing Helpful Information, Clarity and Relevance of Responses, Language Quality, Trust, Emotional Support, Guidance and Direction, Memory, and Overall Satisfaction. Initial real-world validation revealed high internal consistency (Cronbach&amp;rsquo;s alpha = 0.94), although minor adjustments are required for specific dimensions, such as Clarity and Relevance of Responses.",1/22/25,https://openalex.org/W4406744646,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,"6A7, 6B4","adolescence, young_adulthood, middle_adulthood",Italy,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,1/22/25
CAMI: A Counselor Agent Supporting Motivational Interviewing through State Inference,"Conversational counselor agents have become essential tools for addressing the rising demand for scalable and accessible mental health support. This paper introduces CAMI, a novel automated counselor agent grounded in Motivational Interviewing (MI) -- a client-centered counseling approach designed to address ambivalence and facilitate behavior change. CAMI employs a novel STAR framework, consisting of client's state inference, motivation topic exploration, and response generation modules, leveraging large language models (LLMs). These components work together to evoke change talk, aligning with MI principles and improving counseling outcomes for clients from diverse backgrounds. We evaluate CAMI's performance through both automated and manual evaluations, utilizing simulated clients to assess MI skill competency, client's state inference accuracy, topic exploration proficiency, and overall counseling success. Results show that CAMI not only outperforms several state-of-the-art methods but also shows more realistic counselor-like behavior. Additionally, our ablation study underscores the critical roles of state inference and topic exploration in achieving this performance.",5-Feb-25,https://openalex.org/W4407212402,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,EHRs,Systematic reviews  / Meta analysis,general_psychiatry,age_unspecified,unspecified,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
"AI-based chatbot micro-intervention for parents: Meaningful engagement, learning, and efficacy","Mental health issues have been on the rise among children and adolescents, and digital parenting programs have shown promising outcomes. However, there is limited research on the potential efficacy of utilizing chatbots to promote parental skills. This study aimed to understand whether parents learn from a parenting chatbot micro intervention, to assess the overall efficacy of the intervention, and to explore the user characteristics of the participants, including parental busyness, assumptions about parenting, and qualitative engagement with the chatbot.A sample of 170 parents with at least one child between 2-11 years old were recruited. A randomized control trial was conducted. Participants in the experimental group accessed a 15-min intervention that taught how to utilize positive attention and praise to promote positive behaviors in their children, while the control group remained on a waiting list.Results showed that participants engaged with a brief AI-based chatbot intervention and were able to learn effective praising skills. Although scores moved in the expected direction, there were no significant differences by condition in the praising knowledge reported by parents, perceived changes in disruptive behaviors, or parenting self-efficacy, from pre-intervention to 24-hour follow-up.The results provided insight to understand how parents engaged with the chatbot and suggests that, in general, brief, self-guided, digital interventions can promote learning in parents. It is possible that a higher dose of intervention may be needed to obtain a therapeutic change in parents. Further research implications on chatbots for parenting skills are discussed.",1/20/23,https://openalex.org/W4317519912,OpenAlex,Rule-based models,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Random Controlled Trial (RCT),general_psychiatry,"young_adulthood, middle_adulthood",Argentina,Both,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,1/20/23
EEG Signals Based Emotion Prediction,"Emotion recognition using Electroencephalogram (EEG) signals has become an essential tool in mental health monitoring, human-computer interaction, and affective computing. EEG provides a non-invasive method for capturing electrical activity in the brain with high temporal resolution, making it highly suitable for real-time emotion analysis. Traditional emotion recognition methods relying on facial expressions or voice can be biased or manipulated, whereas EEG-based analysis offers a more objective and direct understanding of emotional states. Existing systems typically implement EEG-based emotion classification pipelines used Multi-Scale Principal Component Analysis (MSPCA) for denoising. Feature extraction methods like Second-Order Difference Plot (SODP) and Summation of Distance to Coordinate (SDC) are commonly used, followed by spatial transformations like Equidistant Azimuthal Projection (EAP). Advanced models integrate Convolutional Block Attention Module (CBAM) and Generative Adversarial Networks (GANs) for refinement and data augmentation, respectively. This system, often limited by fixed emotion categories, insufficient temporal modelling, and lack of real-time interaction. To overcome these limitations, the proposed system introduces an advanced end-to-end EEG-based emotion recognition framework. It enhances preprocessing using MSPCA and performs Welch‚Äôs Power Spectral Density (PSD) estimation and Differential Entropy (DE) calculation across five EEG bands. A Linear Dynamic System (DE_LDS) with Kalman filtering effectively models temporal feature dynamics. The system integrates GANs for data augmentation and utilizes a Bi-Directional Long Short-Term Memory (Bi-LSTM) network for capturing complex temporal dependencies in EEG signals. The model is further integrated to a Flask-based AI therapeutic chatbot, which receives real-time emotion predictions via an external API and uses win32com.client for speech synthesis, enabling empathetic, voice-enabled interactions.",6/11/25,https://openalex.org/W4411215856,OpenAlex,Deep Learning Models,Chatbot,Non-Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,"Text, Audio, Image",FALSE,FALSE,Lab Test,Not Applicable,general_psychiatry,"adolescence, young_adulthood",China,Both,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
Design and Implementation of an AI-Driven Mental Health Chatbot,"This paper describes the development, design, and maturation of an AI-based mental health chatbot that allows a user to engage with more accessible, higher forms of mental health assistance. As developed as a retrieval-based system which leveraged predefined responses contained in a database and based upon input received from a user, it matured into a far more scalable system which included the generative AI capabilities that allowed users to achieve far more personalized, contextually relevant interactions. This deployment variant robustly leverages on the chaining framework provided by LangChain to enable chaining of prompt templates, utilizes the OllamaLLM model that uses the Llama3 language model, and fully exploits other NLP methods. Therefore, the rule-based system is migrated to a generative model that integrates both algorithms of machine learning for effective enhancement of both understanding and generating. The primary issues with this development were about the conversational context, empathetic and coherent response, and the scalability of the system. All these were achieved through advanced prompt engineering, a set of rigorous evaluation metrics like BLEU score, accuracy, precision, recall, and F1 score besides continuous user feedback for refining the performance of this model. This paper discusses methodologies to overcome the challenges and implications for the future of AI and mental health care with an emphasis on embedding technological advancements within empathetic human-computer interaction. The findings point out this chatbot is effective in providing emotional support and how AI is changing its role to improve the services of mental health.",12-Mar-25,https://openalex.org/W4408358782,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,general_psychiatry,age_unspecified,unspecified,Unspecified,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,
Mind-Balance: AI-Powered Mental Health Assistant,"This document presents the development of an AI driven chatbot designed to provide immediate mental health sup port through natural language processing. The chatbot demon strated effective user engagement and support, indicating its potential to enhance accessibility and provide valuable assistance for mental health concerns.",3/28/25,https://openalex.org/W4409237922,OpenAlex,Deep Learning Models,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,EHRs,Not Applicable,general_psychiatry,age_unspecified,unspecified,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,3/28/25
